_id,jobUrl,isPartner,isPaused,companyId,applyQuestions,longitude,latitude,cityCategory,logoImg,activeFrom,companyWebsiteLink,candidateContactWay,workplace,company,address,actualCity,postalCode,companyType,companySize,hasVisaSponsorship,language,perkKeys,name,jobType,expLevel,annualSalaryFrom,annualSalaryTo,techCategory,metaCategory,technologies,filterTags,redirectJobUrl,companyPageUrl,deactivatedOn,contractRateFrom,contractRateTo,contractRateType,remoteType,cpc,ba,personEmail,salaryFrom,salaryTo,expiresOn,liteCompanyPageUrl,partnerName
69aa8cd9d258c698f932834b,TwinCap-First-AG-Technical-Consultant--Microsoft-365--Azure,False,False,680e2340b49693c95723afb5,[],8.5921233,47.4101858,Zurich,twincap-first-ag-logo-1745757264683.jpg,2026-03-07T00:00:00.000+01:00,twincapfirst.ch,Email,hybrid,TwinCap First AG,Richtistrasse 26,Wallisellen,8304,Product,<50,No,German,"['weeksvacation5', 'wweek42', 'coffee', 'cooloffice', 'extraretirement', 'flexiblework', 'gym', 'phonesub', 'parttime', 'pizza', 'privatehealth', 'standingdesk', 'startupculture', 'teamevents', 'wellconnected', 'remote1day', 'hybridwork']",Technical Consultant – Microsoft 365 & Azure,Full-Time,Senior,105000.0,125000.0,DevOps,clouddevops,"['Azure', 'Cloud', 'Support', 'Microsoft 365', 'Mobile', 'PowerShell', 'Security', 'Veeam', 'Office 365', 'Microsoft Intune']","['Azure', 'Cloud', 'Support', 'Microsoft 365', 'PowerShell', 'Security', 'Veeam', 'Office 365', 'DevOps', 'Microsoft Intune', 'Mobile']",,,,,,,,,,,,,,,
6098f6aff07abb0017e64e42,triarc-laboratories-Senior-Software-Engineer-mf-60---100-,False,False,6095330bda8012001743f3ee,[],8.51975361,47.38708545,Zurich,triarc-laboratories-logo.jpg,2026-03-06T11:32:57.255+01:00,triarc-labs.com,CompanyWebsite,hybrid,triarc-laboratories,Neue Hard 14,Zürich,8005,Services,<50,No,German,"['bonuspay', 'weeksvacation5', 'accinsurance', 'wweek40', 'beer', 'hardware', 'coffee', 'cooloffice', 'freshfruits', 'gym', 'parttime', 'sabbatical', 'startupculture', 'tablefoot', 'teamevents', 'discounts', 'coaching', 'hybridwork', 'buymorevacation', 'standingdesk', 'wellconnected', 'petfriendly', 'remote2day']",Senior Software Engineer (m/f) 60 - 100 %,Full-Time,Senior,80000.0,105000.0,dotNET,softwareeng,"['Angular', 'Kubernetes', 'NodeJS', 'MongoDB', 'Docker', 'GitLab', 'PostgreSQL', 'ElasticSearch', 'Prometheus', 'Sentry', 'Azure', 'C#']","['AI', 'Backend', 'Mobile', 'Web', 'UX UI Design', 'Angular', 'Azure', 'C#', 'Docker', 'ElasticSearch', 'GitLab', 'Kubernetes', 'MongoDB', 'NodeJS', 'PostgreSQL', 'Prometheus', 'Sentry']",https://triarc-labs.com/jobs/developer/senior,triarc-laboratories,2024-09-30,,,,,,,,,,,,
6970c9506b6aebb90bd37ad8,Ergon-Informatik-AG-Junior-Software-Engineer-Produktentwicklung,False,False,602e36392cb2670017f2927d,[],8.5544108,47.3673965,Zurich,ergon-informatik-ag-logo.jpg,2026-03-06T09:42:21.805+01:00,ergon.ch,CompanyWebsite,hybrid,Ergon Informatik AG,Merkurstrasse 43,Zürich,8032,Services,200-500,No,German,"['cooloffice', 'wellconnected', 'coffee', 'wweek40', 'accinsurance', 'bonuspay', 'retreat', 'beer', 'hardware', 'companycar', 'coparking', 'coworkshops', 'discounts', 'equity', 'flexiblework', 'freshfruits', 'individualbudget', 'maternity', 'buymorevacation', 'parttime', 'petfriendly', 'privatehealth', 'sabbatical', 'sweets', 'standingdesk', 'tablefoot', 'teamevents', 'remote3day', 'hybridwork']",Junior Software Engineer (Produktentwicklung),Full-Time,Junior,95000.0,110000.0,Java,softwareeng,"['Airlock', 'Angular', 'Architect', 'Cloud', 'DevOps', 'Docker', 'Frontend', 'Fullstack', 'Hardware', 'IAM', 'Java', 'Kubernetes', 'Machine Learning', 'REST', 'ROS', 'Security', 'Spring', 'TypeScript', 'Web']","['Airlock', 'Angular', 'Cloud', 'DevOps', 'Docker', 'Frontend', 'Fullstack', 'Hardware', 'IAM', 'Java', 'Kubernetes', 'Machine Learning', 'REST', 'Security', 'Spring', 'TypeScript', 'Web', 'Architect', 'ROS']",https://www.ergon.ch/de/karriere/jobs/junior-software-engineer-produktentwicklung?experience=&skills=&location=,ergon-informatik-ag,,,,,,,,,,,,,
6970c9806b6aebb90bd37af0,Ergon-Informatik-AG-Senior-Fullstack-Software-Engineer-Fokus-DevOps,False,False,602e36392cb2670017f2927d,[],8.5544108,47.3673965,Zurich,ergon-informatik-ag-logo.jpg,2026-03-06T09:42:20.875+01:00,ergon.ch,CompanyWebsite,hybrid,Ergon Informatik AG,Merkurstrasse 43,Zürich,8032,Services,200-500,No,German,"['cooloffice', 'wellconnected', 'coffee', 'wweek40', 'accinsurance', 'bonuspay', 'retreat', 'beer', 'hardware', 'companycar', 'coparking', 'coworkshops', 'discounts', 'equity', 'flexiblework', 'freshfruits', 'individualbudget', 'maternity', 'buymorevacation', 'parttime', 'petfriendly', 'privatehealth', 'sabbatical', 'sweets', 'standingdesk', 'tablefoot', 'teamevents', 'remote3day', 'hybridwork']",Senior Fullstack Software Engineer (Fokus DevOps),Full-Time,Senior,105000.0,135000.0,Java,softwareeng,"['Airlock', 'Angular', 'Architect', 'Cloud', 'DevOps', 'Frontend', 'Fullstack', 'Hardware', 'IAM', 'Java', 'Kubernetes', 'Machine Learning', 'REST', 'ROS', 'Security', 'Spring', 'TypeScript', 'Web']","['Airlock', 'Angular', 'Cloud', 'DevOps', 'Frontend', 'Fullstack', 'Hardware', 'IAM', 'Java', 'Kubernetes', 'Machine Learning', 'REST', 'ROS', 'Security', 'Spring', 'TypeScript', 'Web', 'Architect']",https://www.ergon.ch/de/karriere/jobs/senior-fullstack-sw-fokus-devops?experience=&skills=&location=,ergon-informatik-ag,,,,,,,,,,,,,
6970c99a6b6aebb90bd37aff,Ergon-Informatik-AG-Senior-Fullstack-Software-Engineer-Fokus-Frontend,False,False,602e36392cb2670017f2927d,[],8.5544108,47.3673965,Zurich,ergon-informatik-ag-logo.jpg,2026-03-06T09:42:20.203+01:00,ergon.ch,CompanyWebsite,hybrid,Ergon Informatik AG,Merkurstrasse 43,Zürich,8032,Services,200-500,No,German,"['cooloffice', 'wellconnected', 'coffee', 'wweek40', 'accinsurance', 'bonuspay', 'retreat', 'beer', 'hardware', 'companycar', 'coparking', 'coworkshops', 'discounts', 'equity', 'flexiblework', 'freshfruits', 'individualbudget', 'maternity', 'buymorevacation', 'parttime', 'petfriendly', 'privatehealth', 'sabbatical', 'sweets', 'standingdesk', 'tablefoot', 'teamevents', 'remote3day', 'hybridwork']",Senior Fullstack Software Engineer (Fokus Frontend),Full-Time,Senior,105000.0,135000.0,JavaScript,softwareeng,"['Airlock', 'Angular', 'Architect', 'Cloud', 'CSS', 'DevOps', 'Frontend', 'Fullstack', 'Hardware', 'HTTP', 'IAM', 'Java', 'Kubernetes', 'Machine Learning', 'REST', 'ROS', 'React', 'Security', 'Spring', 'TypeScript', 'Vue', 'Web']","['Airlock', 'Angular', 'Cloud', 'CSS', 'DevOps', 'Frontend', 'Fullstack', 'Hardware', 'HTTP', 'IAM', 'Java', 'Kubernetes', 'Machine Learning', 'REST', 'ROS', 'React', 'Security', 'Spring', 'TypeScript', 'Vue', 'Web', 'Architect']",https://www.ergon.ch/de/karriere/jobs/senior-fullstack-sw-frontend?experience=&skills=&location=,ergon-informatik-ag,,,,,,,,,,,,,
696a59e041900dc37680fb47,Ergon-Informatik-AG-Leiter-IT-Support,False,False,602e36392cb2670017f2927d,[],8.5544108,47.3673965,Zurich,ergon-informatik-ag-logo.jpg,2026-03-06T09:42:18.579+01:00,ergon.ch,CompanyWebsite,hybrid,Ergon Informatik AG,Merkurstrasse 43,Zürich,8032,Services,200-500,No,German,"['cooloffice', 'wellconnected', 'coffee', 'wweek40', 'accinsurance', 'bonuspay', 'retreat', 'beer', 'hardware', 'companycar', 'coparking', 'coworkshops', 'discounts', 'equity', 'flexiblework', 'freshfruits', 'individualbudget', 'maternity', 'buymorevacation', 'parttime', 'petfriendly', 'privatehealth', 'sabbatical', 'sweets', 'standingdesk', 'tablefoot', 'teamevents', 'remote3day', 'hybridwork']",Leiter IT-Support,Full-Time,Senior,95000.0,130000.0,Support,support,"['Active Directory', 'Architect', 'Confluence', 'Hardware', 'Support', 'JIRA', 'Machine Learning', 'ROS', 'Security', 'VMware', 'Windows']","['Active Directory', 'Architect', 'Confluence', 'Hardware', 'Support', 'JIRA', 'Machine Learning', 'ROS', 'Security', 'VMware', 'Windows']",https://www.ergon.ch/de/karriere/jobs/leiter-it-support?experience=&skills=&location=,ergon-informatik-ag,,,,,,,,,,,,,
69088b7991eb772dec1af09d,Ergon-Informatik-AG-Senior-Consultant-Digitale-Transformation,False,False,602e36392cb2670017f2927d,[],8.5544108,47.3673965,Zurich,ergon-informatik-ag-logo.jpg,2026-03-06T09:42:15.292+01:00,ergon.ch,CompanyWebsite,hybrid,Ergon Informatik AG,Merkurstrasse 43,Zürich,8032,Services,200-500,No,German,"['cooloffice', 'wellconnected', 'coffee', 'wweek40', 'accinsurance', 'bonuspay', 'retreat', 'beer', 'hardware', 'companycar', 'coparking', 'coworkshops', 'discounts', 'equity', 'flexiblework', 'freshfruits', 'individualbudget', 'maternity', 'buymorevacation', 'parttime', 'petfriendly', 'privatehealth', 'sabbatical', 'sweets', 'standingdesk', 'tablefoot', 'teamevents', 'remote3day', 'hybridwork']",Senior Consultant Digitale Transformation,Full-Time,Senior,100000.0,130000.0,Architect,architectconsulting,"['JIRA', 'Confluence', 'MacBook', 'Windows']","['Airlock', 'IAM', 'Kubernetes', 'Machine Learning', 'Product Owner', 'Security', 'Architect', 'Confluence', 'JIRA', 'MacBook', 'Windows']",https://apply.ergon.ch/o/senior-consultant-digitale-transformation/c/new,ergon-informatik-ag,,,,,,,,,,,,,
68cd1ab2f8c3c72f3e9f3aec,Ergon-Informatik-AG-Consultant-Digitale-Transformation-mwd-80-100,False,False,602e36392cb2670017f2927d,[],8.5544108,47.3673965,Zurich,ergon-informatik-ag-logo.jpg,2026-03-06T09:42:14.435+01:00,ergon.ch,CompanyWebsite,hybrid,Ergon Informatik AG,Merkurstrasse 43,Zürich,8032,Services,200-500,No,German,"['cooloffice', 'wellconnected', 'coffee', 'wweek40', 'accinsurance', 'bonuspay', 'retreat', 'beer', 'hardware', 'companycar', 'coparking', 'coworkshops', 'discounts', 'equity', 'flexiblework', 'freshfruits', 'individualbudget', 'maternity', 'buymorevacation', 'parttime', 'petfriendly', 'privatehealth', 'sabbatical', 'sweets', 'standingdesk', 'tablefoot', 'teamevents', 'remote3day', 'hybridwork']",Consultant Digitale Transformation (m/w/d) 80-100%,Full-Time,Senior,90000.0,120000.0,Architect,architectconsulting,"['JIRA', 'CRM', 'Confluence', 'Cloud', 'AI', 'MacBook', 'Windows', 'TOGAF']","['Product Owner', 'Security', 'AI', 'Architect', 'Cloud', 'Confluence', 'CRM', 'JIRA', 'MacBook', 'TOGAF', 'Windows']",https://apply.ergon.ch/o/consultant-digitale-transformation/c/new,ergon-informatik-ag,,,,,,,,,,,,,
67a9c11c04f1ba9563273833,Ergon-Informatik-AG-Senior-Enterprise-Architect-mwd-80-100,False,False,602e36392cb2670017f2927d,[],8.5544108,47.3673965,Zurich,ergon-informatik-ag-logo.jpg,2026-03-06T09:42:13.003+01:00,ergon.ch,CompanyWebsite,office,Ergon Informatik AG,Merkurstrasse 43,Zürich,8032,Services,200-500,No,German,"['cooloffice', 'wellconnected', 'coffee', 'wweek40', 'accinsurance', 'bonuspay', 'retreat', 'beer', 'hardware', 'companycar', 'coparking', 'coworkshops', 'discounts', 'equity', 'flexiblework', 'freshfruits', 'individualbudget', 'maternity', 'buymorevacation', 'parttime', 'petfriendly', 'privatehealth', 'sabbatical', 'sweets', 'standingdesk', 'tablefoot', 'teamevents']",Senior Enterprise Architect (m/w/d) 80-100%,Full-Time,Senior,110000.0,140000.0,Architect,architectconsulting,"['ERP', 'CRM', 'IAM', 'TOGAF', 'Confluence', 'AI', 'Cloud', 'MacBook', 'Windows']","['AI', 'Architect', 'Cloud', 'CRM', 'ERP', 'IAM', 'Security', 'TOGAF', 'Confluence', 'MacBook', 'Windows']",https://www.ergon.ch/de/karriere/jobs/senior-enterprise-architect?experience=&skills=&location=,ergon-informatik-ag,,,,,,,,,,,,,
69984186ffc6234711fd5dbe,KMU-Informatikpartner-AG-IT-Systemtechniker-mw,False,False,6997228ac2709ee3656b238f,[],7.50339655,47.04437465,Bern,kmu-informatikpartner-ag-logo-1771513862536.jpg,2026-03-06T07:01:02.198+00:00,adx.ch,Email,office,KMU Informatikpartner AG,Bernfeldweg 13,Jegenstorf,3303,Services,50-200,No,German,[],IT-Systemtechniker (m/w),Full-Time,Regular,65000.0,90000.0,System,infra,['Support'],['Support'],,,,,,,,,,,,,,,
